Date,Open,High,Low,Close,Adj Close,Volume
2023-07-18,73200.000000,73500.000000,72000.000000,72000.000000,71287.921875,11697900
2023-07-19,72700.000000,72800.000000,71300.000000,71700.000000,70990.882813,10896412
2023-07-20,71100.000000,71500.000000,70800.000000,71000.000000,70297.804688,9732730
2023-07-21,70400.000000,70400.000000,69400.000000,70300.000000,69604.726563,16528926
2023-07-24,70100.000000,70900.000000,69900.000000,70400.000000,69703.742188,13418597
2023-07-25,70000.000000,70500.000000,69800.000000,70000.000000,69307.695313,14314945
2023-07-26,69800.000000,70600.000000,68100.000000,69800.000000,69109.671875,30016221
2023-07-27,69900.000000,71700.000000,69300.000000,71700.000000,70990.882813,24261179
2023-07-28,71800.000000,72400.000000,70100.000000,70600.000000,69901.757813,19420683
2023-07-31,70900.000000,71000.000000,69800.000000,69800.000000,69109.671875,13035420
2023-08-01,70100.000000,71200.000000,70000.000000,71100.000000,70396.820313,12299254
2023-08-02,70700.000000,71000.000000,69800.000000,69900.000000,69208.679688,13835020
2023-08-03,69900.000000,70200.000000,68500.000000,68800.000000,68119.562500,20087090
2023-08-04,68800.000000,69100.000000,68200.000000,68300.000000,67624.507813,12360193
2023-08-07,67700.000000,69200.000000,67600.000000,68500.000000,67822.531250,10968505
2023-08-08,69000.000000,69100.000000,67400.000000,67600.000000,66931.429688,14664709
2023-08-09,68000.000000,69600.000000,67900.000000,68900.000000,68218.578125,17259673
2023-08-10,68300.000000,68500.000000,67800.000000,68000.000000,67327.476563,10227311
2023-08-11,68400.000000,68800.000000,67500.000000,67500.000000,66832.421875,9781038
2023-08-14,67500.000000,67900.000000,66900.000000,67300.000000,66634.398438,9352343
2023-08-16,66700.000000,67100.000000,66300.000000,67000.000000,66337.367188,13174578
2023-08-17,66300.000000,66800.000000,66000.000000,66700.000000,66040.335938,10778652
2023-08-18,66000.000000,66700.000000,65800.000000,66300.000000,65644.289063,11745006
2023-08-21,66600.000000,67100.000000,66300.000000,66600.000000,65941.320313,9720067
2023-08-22,67200.000000,67700.000000,66300.000000,66600.000000,65941.320313,10500242
2023-08-23,66700.000000,67100.000000,66400.000000,67100.000000,66436.382813,9549352
2023-08-24,68300.000000,68700.000000,67900.000000,68200.000000,67525.500000,15044463
2023-08-25,67100.000000,67400.000000,66900.000000,67100.000000,66436.382813,7032462
2023-08-28,66800.000000,67000.000000,66500.000000,66800.000000,66139.351563,5824628
2023-08-29,66900.000000,67200.000000,66600.000000,66800.000000,66139.351563,9114352
2023-08-30,67300.000000,67700.000000,67100.000000,67100.000000,66436.382813,9181223
2023-08-31,67100.000000,67200.000000,66400.000000,66900.000000,66238.351563,15964630
2023-09-01,66800.000000,71000.000000,66700.000000,71000.000000,70297.804688,29738235
2023-09-04,72900.000000,72900.000000,70700.000000,71200.000000,70495.828125,26286495
2023-09-05,70900.000000,71500.000000,70200.000000,70700.000000,70000.773438,12330239
2023-09-06,70700.000000,70800.000000,69700.000000,70000.000000,69307.695313,11414620
2023-09-07,70000.000000,70600.000000,69600.000000,70400.000000,69703.742188,13741241
2023-09-08,70200.000000,70300.000000,69600.000000,70300.000000,69604.726563,10688118
2023-09-11,70400.000000,70800.000000,70000.000000,70800.000000,70099.789063,11785462
2023-09-12,70800.000000,71000.000000,70400.000000,70500.000000,69802.757813,11688599
2023-09-13,71100.000000,71600.000000,70300.000000,70900.000000,70198.789063,15955797
2023-09-14,71200.000000,71800.000000,70800.000000,71700.000000,70990.882813,21041407
2023-09-15,71700.000000,72300.000000,71400.000000,72000.000000,71287.921875,17823512
2023-09-18,71300.000000,71700.000000,70200.000000,70200.000000,69505.710938,16040727
2023-09-19,70400.000000,70800.000000,69600.000000,69800.000000,69109.671875,11820188
2023-09-20,70000.000000,70300.000000,69500.000000,69600.000000,68911.648438,10873015
2023-09-21,69200.000000,69800.000000,68800.000000,68900.000000,68218.578125,10796336
2023-09-22,68300.000000,68900.000000,68300.000000,68800.000000,68119.562500,9897840
2023-09-25,68500.000000,69700.000000,68500.000000,69400.000000,68713.632813,13582516
2023-09-26,70000.000000,70000.000000,68400.000000,68600.000000,68276.703125,13143470
2023-09-27,68600.000000,69100.000000,68200.000000,68400.000000,68077.640625,14886491
2023-10-04,67400.000000,67700.000000,66700.000000,67500.000000,67181.882813,23361149
2023-10-05,67300.000000,67400.000000,66700.000000,66700.000000,66385.656250,16108313
2023-10-06,67100.000000,67300.000000,66000.000000,66000.000000,65688.953125,14386527
2023-10-10,66200.000000,67600.000000,66200.000000,66400.000000,66087.070313,19889202
2023-10-11,68600.000000,69400.000000,67900.000000,68200.000000,67878.585938,25209349
2023-10-12,68600.000000,69700.000000,68200.000000,68900.000000,68575.289063,19311380
2023-10-13,68000.000000,68500.000000,67700.000000,68000.000000,67679.531250,9724086
2023-10-16,67900.000000,68500.000000,66800.000000,67300.000000,66982.828125,12599299
2023-10-17,67700.000000,69900.000000,67400.000000,69400.000000,69072.929688,17299253
2023-10-18,68900.000000,70500.000000,68800.000000,70500.000000,70167.750000,16493184
2023-10-19,69700.000000,70000.000000,69400.000000,69500.000000,69172.460938,13985012
2023-10-20,68900.000000,69200.000000,68100.000000,68800.000000,68475.757813,15204495
2023-10-23,68700.000000,69100.000000,68200.000000,68400.000000,68077.640625,11625959
2023-10-24,68700.000000,68800.000000,67700.000000,68500.000000,68177.171875,12791710
2023-10-25,68800.000000,68800.000000,67900.000000,68000.000000,67679.531250,10610703
2023-10-26,67000.000000,67900.000000,66700.000000,66700.000000,66385.656250,15517624
2023-10-27,67100.000000,67300.000000,66700.000000,67300.000000,66982.828125,11334726
2023-10-30,66800.000000,67800.000000,66700.000000,67300.000000,66982.828125,10139270
2023-10-31,67600.000000,68300.000000,66900.000000,66900.000000,66584.710938,14488892
2023-11-01,67500.000000,68900.000000,67300.000000,68600.000000,68276.703125,13775256
2023-11-02,70000.000000,70000.000000,69400.000000,69700.000000,69371.515625,16350031
2023-11-03,69700.000000,70200.000000,69500.000000,69600.000000,69271.984375,10322234
2023-11-06,69800.000000,70900.000000,69300.000000,70900.000000,70565.859375,22228489
2023-11-07,70600.000000,70900.000000,70000.000000,70900.000000,70565.859375,17228731
2023-11-08,71300.000000,71400.000000,69700.000000,69900.000000,69570.570313,12901310
2023-11-09,69900.000000,70800.000000,69600.000000,70300.000000,69968.687500,12301373
2023-11-10,70000.000000,70500.000000,69500.000000,70500.000000,70167.750000,9684347
2023-11-13,71300.000000,71300.000000,70300.000000,70400.000000,70068.218750,9246919
2023-11-14,71000.000000,71100.000000,70600.000000,70800.000000,70466.335938,9567984
2023-11-15,71600.000000,72200.000000,71500.000000,72200.000000,71859.734375,20148677
2023-11-16,72500.000000,73000.000000,72300.000000,72800.000000,72456.906250,15860451
2023-11-17,72300.000000,73000.000000,72300.000000,72500.000000,72158.320313,11494644
2023-11-20,72100.000000,73000.000000,72100.000000,72700.000000,72357.375000,10610157
2023-11-21,73100.000000,73400.000000,72700.000000,72800.000000,72456.906250,9712881
2023-11-22,72200.000000,73000.000000,71900.000000,72800.000000,72456.906250,11105143
2023-11-23,73000.000000,73200.000000,72200.000000,72400.000000,72058.789063,6775614
2023-11-24,72400.000000,72600.000000,71700.000000,71700.000000,71362.093750,6676685
2023-11-27,71500.000000,72100.000000,71100.000000,71300.000000,70963.976563,9113857
2023-11-28,71400.000000,72700.000000,71300.000000,72700.000000,72357.375000,13283081
2023-11-29,72400.000000,72800.000000,72200.000000,72700.000000,72357.375000,9283933
2023-11-30,72700.000000,72800.000000,72200.000000,72800.000000,72456.906250,15783714
2023-12-01,72400.000000,72500.000000,71700.000000,72000.000000,71660.679688,9871284
2023-12-04,72800.000000,72900.000000,72400.000000,72600.000000,72257.851563,10229267
2023-12-05,72300.000000,72400.000000,71200.000000,71200.000000,70864.445313,12129682
2023-12-06,71800.000000,72100.000000,71600.000000,71700.000000,71362.093750,8123087
2023-12-07,71800.000000,71900.000000,71100.000000,71500.000000,71163.031250,8862017
2023-12-08,72100.000000,72800.000000,71900.000000,72600.000000,72257.851563,10859463
2023-12-11,72800.000000,73000.000000,72200.000000,73000.000000,72655.960938,9861960
2023-12-12,73300.000000,73500.000000,73100.000000,73500.000000,73153.609375,13758646
2023-12-13,73300.000000,73500.000000,72800.000000,72800.000000,72456.906250,13116766
2023-12-14,74100.000000,74300.000000,72500.000000,73100.000000,72755.492188,27567593
2023-12-15,73800.000000,74000.000000,73200.000000,73300.000000,72954.546875,15419815
2023-12-18,73300.000000,73400.000000,72800.000000,72900.000000,72556.437500,9690551
2023-12-19,73000.000000,73400.000000,72800.000000,73400.000000,73054.078125,8907632
2023-12-20,74200.000000,74900.000000,73800.000000,74800.000000,74447.484375,16870156
2023-12-21,74600.000000,75000.000000,74300.000000,75000.000000,74646.539063,13478766
2023-12-22,75800.000000,76300.000000,75400.000000,75900.000000,75542.296875,14515608
2023-12-26,76100.000000,76700.000000,75700.000000,76600.000000,76239.000000,13164909
2023-12-27,76700.000000,78000.000000,76500.000000,78000.000000,78000.000000,20651042
2023-12-28,77700.000000,78500.000000,77500.000000,78500.000000,78500.000000,17797536
2024-01-02,78200.000000,79800.000000,78200.000000,79600.000000,79600.000000,17142847
2024-01-03,78500.000000,78800.000000,77000.000000,77000.000000,77000.000000,21753644
2024-01-04,76100.000000,77300.000000,76100.000000,76600.000000,76600.000000,15324439
2024-01-05,76700.000000,77100.000000,76400.000000,76600.000000,76600.000000,11304316
2024-01-08,77000.000000,77500.000000,76400.000000,76500.000000,76500.000000,11088724
2024-01-09,77400.000000,77700.000000,74300.000000,74700.000000,74700.000000,26019249
2024-01-10,75000.000000,75200.000000,73200.000000,73600.000000,73600.000000,20259529
2024-01-11,72900.000000,73600.000000,72700.000000,73200.000000,73200.000000,57691266
2024-01-12,73000.000000,74100.000000,72800.000000,73100.000000,73100.000000,13038939
2024-01-15,73200.000000,74000.000000,73200.000000,73900.000000,73900.000000,2957915
2024-01-16,73500.000000,73700.000000,72500.000000,72600.000000,72600.000000,14760415
2024-01-17,73100.000000,73300.000000,71000.000000,71000.000000,71000.000000,22683660
2024-01-18,71600.000000,72000.000000,70700.000000,71700.000000,71700.000000,17853397
2024-01-19,73500.000000,74700.000000,73000.000000,74700.000000,74700.000000,23363427
2024-01-22,75900.000000,76000.000000,75000.000000,75100.000000,75100.000000,19673375
2024-01-23,75700.000000,75800.000000,74300.000000,75200.000000,75200.000000,14786224
2024-01-24,75200.000000,75200.000000,73500.000000,74000.000000,74000.000000,12860661
2024-01-25,74200.000000,74800.000000,73700.000000,74100.000000,74100.000000,11737747
2024-01-26,73700.000000,74500.000000,73300.000000,73400.000000,73400.000000,11160062
2024-01-29,73800.000000,75200.000000,73500.000000,74400.000000,74400.000000,13976521
2024-01-30,75000.000000,75300.000000,73700.000000,74300.000000,74300.000000,12244418
2024-01-31,73400.000000,74000.000000,72500.000000,72700.000000,72700.000000,15703560
2024-02-01,73000.000000,74200.000000,72900.000000,73600.000000,73600.000000,19881033
2024-02-02,74000.000000,75200.000000,73700.000000,75200.000000,75200.000000,14955881
2024-02-05,74200.000000,74800.000000,73500.000000,74300.000000,74300.000000,19026021
2024-02-06,74300.000000,74700.000000,73300.000000,74400.000000,74400.000000,14559254
2024-02-07,74600.000000,75500.000000,74300.000000,75000.000000,75000.000000,16566445
2024-02-08,75000.000000,75200.000000,73600.000000,74100.000000,74100.000000,20810708
2024-02-13,74800.000000,75200.000000,74400.000000,75200.000000,75200.000000,21966745
2024-02-14,73700.000000,74300.000000,73700.000000,74000.000000,74000.000000,12434945
2024-02-15,74200.000000,74400.000000,73000.000000,73200.000000,73200.000000,14120600
2024-02-16,73300.000000,73400.000000,72500.000000,72800.000000,72800.000000,13444781
2024-02-19,72800.000000,73900.000000,72800.000000,73800.000000,73800.000000,12726404
2024-02-20,73700.000000,73700.000000,72800.000000,73300.000000,73300.000000,14681477
2024-02-21,73400.000000,73700.000000,72900.000000,73000.000000,73000.000000,11503495
2024-02-22,73800.000000,73900.000000,72700.000000,73100.000000,73100.000000,15208934
2024-02-23,73600.000000,74200.000000,72900.000000,72900.000000,72900.000000,16225166
2024-02-26,72300.000000,73200.000000,72200.000000,72800.000000,72800.000000,14669352
2024-02-27,73100.000000,73400.000000,72700.000000,72900.000000,72900.000000,13201981
2024-02-28,72900.000000,73900.000000,72800.000000,73200.000000,73200.000000,11795859
2024-02-29,72600.000000,73400.000000,72000.000000,73400.000000,73400.000000,21176403
2024-03-04,74300.000000,75000.000000,74000.000000,74900.000000,74900.000000,23210474
2024-03-05,74600.000000,74800.000000,73700.000000,73700.000000,73700.000000,19505125
2024-03-06,73200.000000,73500.000000,72700.000000,72900.000000,72900.000000,21547905
2024-03-07,73100.000000,73300.000000,72200.000000,72200.000000,72200.000000,14516963
2024-03-08,72800.000000,73400.000000,72600.000000,73300.000000,73300.000000,19271349
2024-03-11,72900.000000,73100.000000,72300.000000,72400.000000,72400.000000,9740504
2024-03-12,72600.000000,73500.000000,72100.000000,73300.000000,73300.000000,13011654
2024-03-13,73700.000000,74100.000000,73500.000000,74100.000000,74100.000000,15243134
2024-03-14,74400.000000,74500.000000,73600.000000,74300.000000,74300.000000,22545539
2024-03-15,73400.000000,73700.000000,72300.000000,72300.000000,72300.000000,22580555
2024-03-18,72600.000000,73000.000000,72500.000000,72800.000000,72800.000000,11520348
2024-03-19,72300.000000,73000.000000,71700.000000,72800.000000,72800.000000,15376066
2024-03-20,73700.000000,77200.000000,73400.000000,76900.000000,76900.000000,50106297
2024-03-21,79200.000000,79300.000000,77700.000000,79300.000000,79300.000000,44569799
2024-03-22,79600.000000,79900.000000,77800.000000,78900.000000,78900.000000,26724761
2024-03-25,79600.000000,79800.000000,77800.000000,78200.000000,78200.000000,18703996
2024-03-26,79700.000000,80100.000000,79200.000000,79900.000000,79900.000000,30551494
2024-03-27,79200.000000,80000.000000,79200.000000,79800.000000,79800.000000,17424595
2024-03-28,79400.000000,81000.000000,79200.000000,80800.000000,80800.000000,25084812
2024-03-29,81200.000000,82500.000000,80900.000000,82400.000000,82400.000000,27126366
2024-04-01,83200.000000,83300.000000,82000.000000,82000.000000,82000.000000,20116513
2024-04-02,82900.000000,85000.000000,82900.000000,85000.000000,85000.000000,37077944
2024-04-03,84300.000000,85000.000000,83500.000000,84100.000000,84100.000000,30493347
2024-04-04,85200.000000,85500.000000,84300.000000,85300.000000,85300.000000,25248934
2024-04-05,84500.000000,85000.000000,83800.000000,84500.000000,84500.000000,18883752
2024-04-08,85200.000000,86000.000000,84500.000000,84500.000000,84500.000000,18953232
2024-04-09,84500.000000,84900.000000,83100.000000,83600.000000,83600.000000,23725956
2024-04-11,83200.000000,84700.000000,82500.000000,84100.000000,84100.000000,25538009
2024-04-12,84700.000000,84900.000000,83200.000000,83700.000000,83700.000000,17061770
2024-04-15,82900.000000,83200.000000,81200.000000,82200.000000,82200.000000,26663772
2024-04-16,81200.000000,81300.000000,79400.000000,80000.000000,80000.000000,31949845
2024-04-17,80700.000000,80800.000000,78900.000000,78900.000000,78900.000000,22611631
2024-04-18,78800.000000,80100.000000,78300.000000,79600.000000,79600.000000,21370190
2024-04-19,78300.000000,78700.000000,76300.000000,77600.000000,77600.000000,31317563
2024-04-22,77400.000000,77500.000000,75100.000000,76100.000000,76100.000000,30469477
2024-04-23,76400.000000,76800.000000,75500.000000,75500.000000,75500.000000,18717699
2024-04-24,77500.000000,78800.000000,77200.000000,78600.000000,78600.000000,22166150
2024-04-25,77300.000000,77500.000000,76300.000000,76300.000000,76300.000000,15549134
2024-04-26,77800.000000,77900.000000,76500.000000,76700.000000,76700.000000,12755629
2024-04-29,77400.000000,77600.000000,76200.000000,76700.000000,76700.000000,14664474
2024-04-30,77000.000000,78500.000000,76600.000000,77500.000000,77500.000000,19007007
2024-05-02,77600.000000,78600.000000,77300.000000,78000.000000,78000.000000,18900640
2024-05-03,79000.000000,79000.000000,77500.000000,77600.000000,77600.000000,13151889
2024-05-07,79600.000000,81300.000000,79400.000000,81300.000000,81300.000000,26238868
2024-05-08,80800.000000,81400.000000,80500.000000,81300.000000,81300.000000,13089576
2024-05-09,81100.000000,81500.000000,79700.000000,79700.000000,79700.000000,18759935
2024-05-10,80400.000000,81100.000000,78900.000000,79200.000000,79200.000000,16976124
2024-05-13,79400.000000,79900.000000,77600.000000,78400.000000,78400.000000,18652344
2024-05-14,78600.000000,78800.000000,77900.000000,78300.000000,78300.000000,11763992
2024-05-16,80200.000000,80300.000000,78100.000000,78200.000000,78200.000000,20989778
2024-05-17,78600.000000,78800.000000,77200.000000,77400.000000,77400.000000,15918201
2024-05-20,78100.000000,79100.000000,77900.000000,78900.000000,78900.000000,19456783
2024-05-21,78500.000000,79000.000000,78200.000000,78400.000000,78400.000000,13690583
2024-05-22,78100.000000,78700.000000,77300.000000,77700.000000,77700.000000,19521506
2024-05-23,77700.000000,79100.000000,77100.000000,78300.000000,78300.000000,18728087
2024-05-24,76800.000000,77000.000000,75700.000000,75900.000000,75900.000000,28967798
